,country,beta0,beta01,startT,beta2,sigma,a,b,c,d,mu,sub,subRec,subDth
0,Brazil,2.1896842330041705e-07,4.792824757619957e-08,72.71243158458233,1.1185416583492131e-08,0.014882489106903568,4.76983418631544e-05,0.05173614224066892,0.00015235552223064806,0.0020346277900344964,3.373744768489391e-05,0.9949073948831757,1.0020107891787366,0.9763033367079437
1,China,0.05796839064328603,0.19999856601588026,61.81018168759668,0.1999929095870868,0.00833333337216184,0.011234815965603174,0.024926104843808874,3.341931451556216e-09,0.39160462913494676,6.0657396364948695e-12,1.2947226646258274,0.9437362443963608,0.4267148416755227
2,Italy,5.47089658851239e-13,2.9781085337338705e-06,18.738616888156848,5.410269780430207e-07,0.20017788924741847,0.005530844217800887,0.019271597900264063,8.389836826906752e-11,0.00227171860197148,1.0853622850369334e-09,1.026987034715587,0.9990269333006863,0.9941886626062199
3,US,1.4650256907015599e-06,5.55102304926985e-09,27.151572090229283,2.384288139105806e-10,0.01816635569702883,1.100768716229286e-06,8.116838744014891e-07,9.921413440234794e-05,0.007318682474650831,5.288907596464458e-05,1.0009445525725227,0.999708333424267,0.973005429383525
4,India,1.791623893882559e-07,5.616906801303788e-09,52.445519178892766,1.4590842410714802e-08,0.01347982372346922,0.00038868060036284003,0.05988200105409008,0.00016514934337048362,0.004965303718951623,6.407181570546733e-06,1.0106240207086439,1.0010742565694541,0.9487812590421817
