,country,beta0,beta01,startT,beta2,sigma,a,b,c,d,mu,sub,subRec,subDth
0,Brazil,3.275575083246531e-07,1.503219577415453e-11,105.9943500417602,1.8110667282990682e-11,0.008752668052870935,0.00016017946391792094,0.02648799313483695,0.0008209403205450077,0.029321290030221544,3.3678620430401836e-05,0.9999752612060685,0.9998922250811739,0.9956841748314584
1,China,1.7672241957931622e-15,1.3101217595037216e-05,5.000000000187609,1.7685056461803657e-06,0.5999999999141455,0.008283384152958017,0.048351558898249734,6.79916847651218e-15,1.0023605732345298e-14,8.546356426230028e-15,0.9801487696583998,0.8644704877550562,0.26440421913100215
2,Italy,1.1810560249385005e-05,2.2976531310565926e-11,14.307230525357785,5.396720391085851e-07,0.1908367767140779,0.0055069650932990655,0.01955635234203301,1.657091412552949e-08,0.0021139091028593605,1.900691214277382e-08,1.0219940336292748,0.9985325545873384,0.9887745003790973
3,US,5.974068822302579e-07,6.035688575887909e-09,33.03561036636002,9.105232313100662e-11,0.01761887758407219,4.615170887695932e-06,1.1278980434745822e-06,2.5544282292111834e-05,0.007301234242285429,5.894811095846204e-05,1.0005324672625984,0.9987984345818908,0.9804993241679757
4,India,2.1699445328474756e-07,1.1118415969690317e-08,72.3315510625719,1.3582917295415029e-08,0.012787601157922424,0.001045028607315256,0.05484771703708829,4.241233477575251e-05,0.0069681503856173915,5.519705727205212e-06,1.0156734906918943,0.9979991219546609,0.9699516408105141
