,country,beta0,beta01,startT,beta2,sigma,gamma,b,gamma2,d,mu,sub,subRec,subDth
0,Brazil,1.3502435483448235e-07,3.029176722007038e-07,72.73345749498856,3.6967380979016897e-09,0.016852754145650663,0.002388453353421768,0.0350449966423999,4.262232503363327e-06,0.009826210809330837,2.2080759912768774e-05,0.9995765719599261,1.0000674093457902,0.9884560012948056
