,country,beta0,beta01,startT,beta2,sigma,a,b,c,d,mu,sub,subRec,subDth
1,China,0.1999979416067155,0.0801254902622095,84.52169352618529,0.19998656628785094,0.0083333333513062,0.012049945556241044,0.020914313165577843,3.409874971525391e-10,0.17369456708892733,6.810435227500422e-12,1.0831021585013556,0.9198586860082272,0.3473340736741771
4,India,1.749934521869478e-08,1.8815285498240872e-07,54.013280423718584,1.310607729286989e-08,0.012111646534019017,0.0003868715334146257,0.05657687840188124,0.00017443829844439562,0.005717997215935567,3.530490089733056e-06,0.9983917116856296,1.001280976281071,1.0758103592948067
