,country,beta0,beta01,startT,beta2,sigma,a,b,c,d,mu,sub,subRec,subDth
0,Brazil,6.546742902562429e-08,4.507663050326219e-07,65.53533370408238,6.7494847338353585e-09,0.014409593521731186,1.4184375628431429e-05,0.052426337362661855,0.00018360469823320942,0.0018873893664375979,2.8462913955904017e-05,0.9885835810947482,0.9999636166431581,0.9953976907638669
1,China,1.7633313104386997e-08,1.0004696230049426e-12,10.339755643748278,1.0000550885024097e-12,0.18990855918692276,0.0026840789879820416,0.04652511318642469,3.728370377666959e-08,9.353886033310351e-08,5.505649163399296e-12,1.0392784536901951,0.9949254301481312,0.9112772221757508
2,Italy,2.976100190420824e-06,2.9957707364603344e-12,18.738418381970277,5.41079589621013e-07,0.2003240208811066,0.005531198399706629,0.01927103966101018,1.4740636341311947e-10,0.0022721817591258753,1.7041995724074313e-09,1.0269541981009802,0.9989895250815934,0.994113195986842
3,US,6.554633764457378e-07,6.9874002084899925e-09,29.97873821056315,1.5705469628895905e-11,0.013488895673967738,1.8255312479703128e-07,3.762126883009879e-07,3.650673319043514e-05,0.007333153781169951,5.576940598407241e-05,1.0003753458773137,0.9992860120419614,1.001188072019915
4,India,7.221255426169704e-10,1.798733157434895e-07,58.797823300925884,1.9748082204117565e-08,0.011048082045704153,0.00048649655983550255,0.05308334695394349,0.00019558081710325221,0.007456023984327271,5.735025020348666e-06,1.000165508758684,1.0001982253625998,0.9276794732010167
