,country,beta0,beta01,startT,beta2,sigma,a,b,c,d,mu,sub,subRec,subDth
0,Brazil,8.992696395582168e-08,6.828486672171276e-07,44.56129308714945,3.915709262073829e-09,0.013976243178182454,7.594354546160701e-05,0.052657056943826046,0.00016476514573592584,0.0019431407001682082,2.95389668688534e-05,0.998663443834729,1.0006054030874092,0.9962260288921083
1,China,1.731363555517733e-08,1.0158579092119796e-12,10.434830265739482,1.0057706338933997e-12,0.1915104018789922,0.0026503512208388524,0.04667696708143817,9.016521604655817e-07,2.413909071696626e-05,1.1381705227632486e-09,1.0439728502355796,0.9950320636552532,0.9214850816270879
2,Italy,2.976977126632347e-06,1.2077957892997937e-12,18.739294019110638,5.411346485402547e-07,0.2002400499120239,0.005531155766894725,0.019271572056298026,1.910647873430703e-11,0.002271716528508689,7.035371009424925e-11,1.026966882338821,0.9990208596307606,0.9941312005457805
3,US,6.948298622169049e-09,6.566160257798399e-07,29.87390111777571,2.4744022135223385e-11,0.013547417579758402,2.2321676885872603e-06,1.9873381771229057e-06,3.5585578568594095e-05,0.007332462253791539,5.600420899802428e-05,1.0003008633619852,0.998604717836661,0.9955650542527329
4,India,1.0114036657494106e-08,1.1611822376319156e-07,102.19964205746192,3.1280109935038954e-08,0.008409969520186172,0.0006452617740530885,0.043295669962100415,7.724833265676077e-05,0.009366971493712293,2.798891995846001e-05,0.9080699103794841,1.0017684510107447,0.47663021652078874
