date,Susceptible,Exposed,Asymptomatic,Infected,Recovered,Deaths
2020-04-01,500.0,0.0001,0.0001,0.0001,0.0001,0.0001
2020-04-02,517.7646714557976,0.7590676857719859,0.03889482852223154,0.009741058062152762,0.0008741053194035512,-18.572749133473565
2020-04-03,265.7863291384313,248.37684109502328,15.774015110227566,3.9203850537365192,0.33748487584500825,-34.19455527326392
2020-04-04,1.353256263343419e-06,344.9058848064013,136.83139476840208,33.56685693857272,9.372275357790512,-24.67591322442295
2020-04-05,2.62228625935619e-09,222.913077600054,216.68042353393378,52.137884245896174,29.934326663164416,-21.665212045670618
2020-04-06,3.1668426234257006e-10,144.0689772961791,261.64805539619573,61.618001733097465,56.34121439756223,-23.6757488233837
2020-04-07,4.219942073162201e-11,93.11194973505447,284.4154638556202,65.43163742449698,84.96140116851923,-27.91995218376324
2020-04-08,8.234654473020358e-09,60.17836469811385,293.16072971974614,65.77469182249432,113.59123447239448,-32.70452072097081
2020-04-09,-5.781610284071471e-11,38.893347121761565,293.15248568764844,64.05049718248426,140.93770271504349,-37.03353270801778
2020-04-10,-2.3569335020484727e-11,25.136816351922977,287.77985141934033,61.15146192995149,166.2851513934466,-40.352781096138926
2020-04-11,4.226975729572168e-11,16.24595435096681,279.2180546368775,57.64099370702815,189.28080606755054,-42.385308763955166
2020-04-12,-2.629739719420556e-11,10.499779654044584,268.85856344714387,53.87097194835743,209.79701479731415,-43.02582984832453
2020-04-13,-1.715955099034725e-12,6.786020099210084,257.5870464305443,50.05758040855854,227.84299675645042,-42.273143696250784
2020-04-14,6.475905640791542e-11,4.385812872718569,245.96297953196023,46.3302335757241,243.50852412129314,-40.18705010324979
2020-04-15,-1.7331501883897906e-11,2.8345560831567016,234.33568949899757,42.76312069290273,256.9281830390972,-36.861049315623625
2020-04-16,-1.816861549098086e-11,1.8319769725294042,222.9193182331239,39.39552195245838,268.2588803941745,-32.40519755375355
2020-04-17,1.7450605978927043e-11,1.1840089003493302,211.84123947164113,36.24487399362576,277.66586139911703,-26.93548376623402
2020-04-18,-5.5085958137688e-12,0.7652263700647426,201.17331938385465,33.31515464265696,285.3141819066108,-20.567382304670616
2020-04-19,1.693972103321943e-13,0.49456673085230135,190.95209079209582,30.6022474070046,291.3636640517147,-13.412068983156416
2020-04-20,8.8033179789516e-14,0.31963907755376686,181.19176378200493,28.097358501904626,295.96606458211835,-5.574325945070473
2020-04-21,-2.790735946971162e-14,0.2065831329872815,171.89260785743295,25.789179358482844,299.2636378524139,2.848491797194186
2020-04-22,5.256848427077153e-15,0.13351493790597213,163.04634422210256,23.665242173085844,301.3885676565229,11.766831008893938
2020-04-23,-3.6769636131165905e-15,0.08629088044369028,154.6396068554346,21.712757365808276,302.4629308139191,21.09891408290551
2020-04-24,5.484653827107254e-16,0.05576991170672695,146.65615681722983,19.91911943132137,302.5989770280201,30.77047681023317
2020-04-25,-4.6835826460883135e-17,0.036044174217513804,139.0782918243091,18.272201375984565,301.89958806968104,40.7143745543189
2020-04-26,-2.889537509580176e-17,0.023295405652365195,131.88773693481124,16.760515233707007,300.45882979371993,50.87012263062066
2020-04-27,-9.524780623071966e-18,0.01505586147790747,125.06620085996853,15.373288479116669,298.36254302449925,61.183411773448704
2020-04-28,-1.0355424297013954e-18,0.009730633178602234,118.59571720805857,14.100488358614479,295.6889401521727,71.60562364648679
2020-04-29,1.3662243283028754e-20,0.006288931633942164,112.45884765713024,12.932814631439895,292.50918761969587,82.09336115861119
2020-04-30,4.661539326669245e-19,0.004064553077775227,106.63879680750873,11.861673802450014,288.8879629503451,92.6080018851294
2020-05-01,8.500605046022743e-20,0.002626937268609698,101.11947078317398,10.879143134779422,284.88398032172876,103.11527882156012
2020-05-02,-5.5065211393041426e-21,0.0016978009311805341,95.88550032453526,9.977929665113969,280.5504820831963,113.58489012473416
2020-05-03,-1.3771835286607947e-20,0.001097299364539741,90.92224164174512,9.151327450246121,275.93569558368085,123.99013802347416
2020-05-04,-9.980295830866523e-21,0.0007091918970741675,86.21576368250521,8.393175023981497,271.08325607860814,134.3075960215188
2020-05-05,7.609429628586492e-22,0.00045835956452203484,81.75282725808945,7.697814225210714,266.03259697030893,144.51680318533622
2020-05-06,6.132973744841385e-21,0.0002962435872209371,77.52085960222169,7.060051038978812,260.8193093444188,154.59998376930218
2020-05-07,-2.8529238536773895e-21,0.00019146906935673094,73.50792655793595,6.475118791426868,255.4754724858406,164.54179069423571
2020-05-08,2.1470203858606225e-21,0.00012375142845480567,69.70270385544148,5.938643797123817,250.0299577344297,174.32907086008507
2020-05-09,5.301358587492088e-22,7.998383953969363e-05,66.09444833185007,5.446613491331754,244.50870725495753,183.95065093652966
2020-05-10,-1.5076805551053716e-21,5.169980397553974e-05,62.672969663715726,4.995346964183432,238.934989791038,193.3971418797674
2020-05-11,2.7771469317250396e-21,3.3418957983192865e-05,59.428602910382935,4.581467742508342,233.32963555663196,202.6607603700273
2020-05-12,-4.109326689357608e-21,2.1601324394994728e-05,56.35218207042355,4.2018787653226415,227.71125118882472,211.73516637261324
2020-05-13,1.5990045436018632e-22,1.3963905373169652e-05,53.43501475524677,3.8537393756619993,222.09641670018982,220.61531520350408
2020-05-14,-5.647496840032262e-22,9.028147898886923e-06,50.668857976929594,3.5344441281078534,216.4998663782278,229.29732248706034
2020-05-15,1.5966188240144228e-21,5.836276773889676e-06,48.04589506503712,3.241603322895254,210.9346545017648,237.77834127247633
2020-05-16,5.997336486702904e-22,3.7730029865021158e-06,45.558713776100326,2.973025233210804,205.41230626536122,246.05645095075784
