date,Susceptible,Exposed,Asymptomatic,Infected,Recovered,Deaths
2020-03-20,700000.0,0.0,0.0,800.0,300.0,400.0
2020-03-21,699455.5379576941,537.9630492522105,4.117283038502583,785.5345448058658,312.620096676839,404.22706853263134
2020-03-22,698915.2805933679,1061.6318118025918,16.305457872577794,773.3473840972323,325.03011665975504,408.40463620018244
2020-03-23,698372.5030427603,1577.9367327392447,36.399281249981954,763.3537392593626,337.267593345856,412.53961064534985
2020-03-24,697820.6234303082,2093.5361225553224,64.33683768685371,755.4960496216355,349.3689009660342,416.6386588622191
2020-03-25,697253.1189644355,2614.9043923606864,100.15606516365081,749.7425883933485,361.369701522461,420.70828812457364
2020-03-26,696663.4457008782,3148.414992906492,143.9925836206359,746.0864278874768,373.3053717588717,424.7549229485714
2020-03-27,696044.9609196312,3700.4192040242315,196.0787523722854,744.5447289049863,385.2114159287909,428.78497913862134
2020-03-28,695390.8471950723,4277.321762853737,256.74390198519063,745.1583346271668,397.1238695970148,432.8049358646685
2020-03-29,694694.0373193275,4885.654222435485,326.4156991922395,747.9916528993289,409.0796994731229,436.8214066725034
2020-03-30,693947.1393175229,5532.146837862947,405.62261606249456,753.132814200353,421.1172040648813,440.8412102866159
2020-03-31,693142.360876161,6223.7996797524065,494.99748652357675,760.6940958025231,433.27641973620644,444.8714420244109
2020-04-01,692271.4325948155,6967.95357355181,595.2821431598052,770.8126053591816,445.59953651916044,448.9195465947366
2020-04-02,691325.529505489,7772.361418870134,707.3331353550187,783.6512189527283,458.13132824532477,452.9933930880331
2020-04-03,690295.1904492748,8645.260287141107,832.1285383168788,799.3997713304526,470.91960106416167,457.1013528728246
2020-04-04,689170.2349358702,9595.44465444219,970.7758669760977,818.2764967670533,484.01566477166284,461.2523811730096
2020-04-05,687939.677247342,10632.340983822314,1124.521114050275,840.5297205775141,497.4748311511213,465.45610305696846
2020-04-06,686591.6376590261,11766.083756604965,1294.758934278631,866.4398017072502,511.35694377437477,469.7229046088627
2020-04-07,685113.2508000474,13007.592907961947,1483.0439925103146,896.3213268513704,525.7269427468823,474.0640298822626
2020-04-08,683490.571339486,14368.652444781746,1691.1035042479768,930.5255564536766,540.6554703683354,478.491684662338
2020-04-09,681708.4774279494,15861.989809177183,1920.8509740933277,969.4431211159449,556.2195202063039,483.01914745784467
2020-04-10,679750.5725383838,17501.355329191363,2174.401143636989,1013.5069653221354,572.5031348459464,487.6608886198821
2020-04-11,677599.086683603,19301.60078741714,2454.0861421256927,1063.1955323096302,589.5981562887072,492.43269825593893
2020-04-12,675234.7783357326,21278.75581050653,2762.472817253916,1119.0361798996964,607.6050329992381,497.3518236081577
2020-04-13,672636.8388628284,23450.10032282065,3102.3811991531943,1181.6088110583426,626.63368758289,502.4371165567148
2020-04-14,669782.8017622294,25834.230879939783,3476.9040212538,1251.5496963158255,646.8044484628031,507.70919179855355
