date,Susceptible,Exposed,Asymptomatic,Infected,Recovered,Deaths
2020-08-03,0.0,391564.2407029077,5162.380618258926,3526.110009987386,264521.55054451065,496.0389566155295
2020-08-04,0.0,389931.24466970883,5397.59696631311,3682.6424933458075,266920.5734110645,496.0389566155295
2020-08-05,0.0,388305.05771115737,5631.01942140628,3837.9799743402373,269323.4612554653,496.0389566155295
2020-08-06,0.0,386685.65237601014,5862.657751140797,3992.128961709698,271730.202593523,496.0389566155295
2020-08-07,0.0,385073.00293545367,6092.5210578705155,4145.095520860443,274140.7865541518,496.0389566155295
2020-08-08,0.0,383467.07943455887,6320.619933876362,4296.886710017233,276555.20047244173,496.0389566155295
2020-08-09,0.0,381867.8532047094,6546.964508531676,4447.509278939036,278973.43221449835,496.0389566155295
2020-08-10,0.0,380275.29620448244,6771.564680640453,4596.969823738419,281395.46989752917,496.0389566155295
2020-08-11,0.0,378689.3809400156,6994.430138107865,4745.274799984004,283821.30184251897,496.0389566155295
2020-08-12,4.3640186652589586e-11,377110.0796374819,7215.57067645619,4892.4307349608325,286250.9162659188,496.0389566155295
2020-08-13,1.8812015518051137e-11,375537.3645497067,7434.996074702784,5038.444144951548,288684.3013840669,496.0389566155295
2020-08-14,6.694025457230523e-11,373971.20859309006,7652.715842812983,5183.321366933869,291121.4456385967,496.0389566155295
2020-08-15,9.673280637714004e-11,372411.5839653061,7868.739785905991,5327.068934587511,293562.33723313507,496.0389566155295
2020-08-16,9.20470273203187e-11,370858.4638622392,8083.077290027599,5469.693102300668,296006.96468715975,496.0389566155295
2020-08-17,4.3510834733311126e-11,369311.8208938226,8295.737988798466,5611.200289458635,298455.31633728126,496.0389566155295
2020-08-18,0.0,367771.62808701355,8506.731339214337,5751.596797734219,300907.3806495736,496.0389566155295
2020-08-19,5.027331351657922e-12,366237.8586015486,8716.066742084757,5890.888891354719,303363.1461314128,496.0389566155295
2020-08-20,9.722573926999382e-11,364710.4854183305,8923.753674021707,6029.082885066331,305822.6012347533,496.0389566155295
