gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
11961687.292180074,19985050.52294066,-2.4458161284696445,197.6490185058628,0.07109130818289254,0.1175877535563696,1.0000000000000002e-12,1e-12,63.0,1.000000000003778e-12,0.008333333333333333,0.4,0.008333333333333333,1.0000000000000012e-12,0.4,1e-12,0.4,3.624995850489591e-07
