gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
112267761.12901254,16532910.849738792,5.580513512448674,1032.8990880088068,0.35800722571167753,0.052326263341555684,5.610429636839362e-09,1.2380050995703418e-07,5.0000217316790705,7.265504094512472e-08,0.008333333333986637,0.399955215724186,0.39995503860274106,0.3999540899043007,1.6185842465570654e-07,1e-12,5.600901402516543e-07,2.209962881622609e-07
