gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
84798729.59133296,100000.0,-10.0,200.0,0.1,0.1,1e-12,1e-12,5.000000001775064,1.1603853975748911e-05,0.39999634331367184,0.008333333333333333,0.008333333333333333,1e-12,1e-12,1.4455994528804082e-09,1e-12,1e-12
