gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
43614601.9073004,100000.0,-10.0,300.0,0.1,0.1,1e-12,1e-12,5.0,1.0690215182431704e-05,0.3816031738547609,0.008333333333333333,0.008333333333333333,1e-12,0.003208073757586346,0.003047050756554111,0.0020115529682061045,1e-12
