state,gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
 RJ,203669019.4576104,10700000.0,-2.0,0.0,0.1,0.1,0.001,0.001,5.0,0.001,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.001,0.001,0.001,0.001,4.5544115535820665e-06
