gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
673958285.2777197,100000.0,-10.0,700.0,0.1,0.1,1e-12,9.99999996004197e-13,5.019226687177196,1.5913928872788265e-05,0.24909317392677466,0.008333333333333333,0.008333333333333333,1e-12,0.06736839568589258,0.022359618384068046,1.0004287740131397e-12,1e-12
