,country,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu,sub,subRec,subDth
0,Brazil,1.1850075883436989e-07,3.769318182524967e-07,74.13128939963693,1.0337272428603172e-07,0.00913344759218468,0.012058228957386586,0.009178996131471167,0.0033688961763337117,0.01565572435025214,0.034736133400643944,0.030789870926884778,3.3419528569928894e-05,1.0008171155635899,1.0219230419867986,0.9891689975859481
1,China,4.6385875195545986e-08,1.3711265145435868e-11,8.393363605797372,2.664072774323307e-10,0.08097283162841208,0.05150195504512917,0.13893122222174895,0.0025185124951157423,0.19473010040668215,0.3458353972965028,0.25864702431885134,3.545321077382781e-08,1.05,0.7958071172723119,0.8170428689040227
2,Italy,0.045983348127637026,0.1999996451324575,68.70755046437715,0.19998956867421633,0.010931349873306113,0.007314929661659098,0.006890040749579648,0.00018241996051007723,0.030667013476425954,0.0236633215305046,1.4481644873160796e-09,0.0003513364619270419,1.05,0.7633303174989942,0.9930785625956066
3,US,2.3505071685878133e-07,1.6709088108883354e-11,37.56901295283799,2.134511917912398e-09,0.014394663762449678,0.00625011435823476,0.006250544581506057,1.8374032123523506e-08,0.0050826537175904405,2.7128843315214342e-08,0.00022319267092385856,5.030752803090211e-06,1.0130052895620987,0.6673708751617264,0.9276703501185601
4,India,5.432399046554479e-09,3.601929808019115e-08,112.7489958626847,1.965591544031195e-08,0.00632253033531887,0.018015572465866946,0.0129055574089986,0.009670777878116543,0.010894990707326156,0.21775861599695662,0.2429340339167403,5.291150397392099e-06,0.9080419743557261,0.8005067272379259,0.623665756860045
