,country,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu,sub,subRec,subDth
0,Brazil,1.3240367991510438e-07,1.009971773631224e-08,98.81873153913062,2.3472932515684485e-09,0.016266084918850843,0.05284681963883629,0.008333369226063312,1.471923204927705e-07,0.02245590157313119,1.4396686607659218e-10,0.0009536665123903791,1.3409699692832834e-09,1.0,1.0,0.5
1,China,1.0140765021086254e-12,1.0120866160107709e-12,141.6408691930085,0.017414599146440453,0.008333333418062005,0.014079214638257613,0.008631443640290597,0.0017221758685095996,0.05920538246230725,3.6272496351374596e-11,4.146946092386294e-12,3.174692152648565e-12,0.9774650264584709,0.6222843686002573,0.5
2,Italy,1.7293873533481818e-07,1.0051853002077786e-12,25.549090071046596,3.330006409834724e-10,0.0697634562894076,0.017596336993532524,0.008333392482532067,8.025773639134194e-09,0.010195240541904727,6.421019109717645e-11,4.872116094430038e-08,6.553837400815513e-11,1.0,0.946695985137855,0.5750977087084529
3,US,9.630100663872283e-09,1.0026995026563228e-12,121.83393416230984,3.3064413114946606e-08,0.12594685313196954,0.008333333333493977,0.008333333334064637,1.571676875224585e-12,1.3396707795430215e-12,1.3897181826256153e-12,0.010101845530143583,1.1181650424818138e-12,1.0,0.9904960515422768,0.5
4,India,2.6928537475513565e-10,3.551340568305542e-08,99.95019032228117,2.984971540616694e-08,0.008829261382324958,0.011786696048967479,0.008578605448974107,0.0003694546115025363,0.019251544876656708,0.001617995969004207,0.24126566973114433,4.006296968095847e-06,1.0,0.9731531454321118,0.5
