0, Italy, 36823.77250282884, 8069803.151895105, 4.748524909885362, 63.234691123968176, 0.24455932109596015, 0.30921918324754677, 335.255011550705, 1493.4493523668457, 4.4482902541909544e-07, 1e-12, 0.016666666676358622, 0.016666666666697586, 0.016666666666705274, 9.131168264842949e-11, 0.1999999818330423, 9.258532635697799e-05
1, Italy, 26997.068655717663, 3040646.7143547153, 1.4202791123316332, 576.3261138931449, 0.15923210707470245, 0.29955529210171444, 1158.8337848175422, 25.331324824997115, 6.504665046178707e-07, 1e-12, 0.016666666666851945, 0.016965476340338143, 0.016965476339601236, 0.0006519483822669114, 0.19967402580936452, 0.000325974197964535
2, Italy, 9019.815250485448, 2657641.673576715, 0.0569053695146593, 518.0224613934957, 0.12565679714087855, 0.25113691847288183, 1211.8554068876433, 1397.7125607535836, 2.7743435450856043e-06, 1e-12, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 1e-16, 0.0136702975152108, 9.655060799677248e-05
3, Italy, 54046.588664522365, 13076126.10332591, 0.7694660795455527, 969.1683316969314, 0.574266222099967, 0.3961998483392784, 799.764837352081, 186.31518698813372, 2.013561678261798e-07, 1e-12, 0.016666666666752056, 0.0166666973730025, 0.016666666666666666, 2.0770749414475916e-05, 3.1810583039174294e-06, 1.343738644340428e-05
4, Italy, 7890.439814291815, 1761891.3419197958, 0.6811536127298073, 1457.37279236128, 0.5569559479223456, 0.037836517176333156, 1454.2397151665214, 1156.8173041579805, 1.9276793588493873e-08, 1.956019492318764e-05, 0.016673214909201928, 0.016666666666666666, 0.016666666666666666, 1e-16, 0.010715881974147344, 4.060928690896127e-05
5, Italy, 50152.57749198101, 5164905.987160729, 4.727877191124238, 835.0601662536592, 0.2130001563455931, 0.563275593669121, 193.61895258487516, 573.1492406785426, 8.524142026797906e-07, 1e-12, 0.016666666666666666, 0.016666666668792542, 0.07342985232794524, 3.657614525164022e-12, 7.566013192297679e-08, 7.346250354643042e-08
6, Italy, 13446.927854180818, 5633404.008203616, 3.5379092171859226, 926.739105930632, 0.6490617783972191, 0.5883397001418658, 1467.488345403176, 728.6638153388378, 1e-12, 1.1725923081776093e-05, 0.01747436611291789, 0.01675331357487102, 0.028634746086994012, 0.0017007817772846515, 0.0010184612539333132, 0.01370489889130775
7, Italy, 18249.270219113474, 9640740.092027005, 2.840343492717541, 1069.8839204315937, 0.1973429257901036, 0.23657895311950655, 269.5032532951975, 1293.1379568972968, 2.1076645198609788e-07, 1e-12, 0.0661892739173464, 0.15071534330019037, 0.02217276679943665, 0.05748135329885135, 0.17125932189545248, 5.1739577954945614e-05
8, Italy, 16296.58814687017, 4773992.769815499, 1.695393311317948, 1168.6303805354503, 0.36477616577464145, 0.5784836946722745, 335.7846615425357, 1146.5296656457833, 2.96673841758847e-06, 1e-12, 0.016666666666666666, 0.01679833216017884, 0.07811614210047375, 0.0004719649543018526, 7.784862358262028e-08, 1e-12
9, Italy, 22590.74382848335, 13939879.676951695, 3.4319543986337826, 702.1811475135215, 0.22981934470914056, 0.08006064190817211, 1263.0908635193891, 738.0802497684953, 2.832379078040429e-07, 1e-12, 0.023358887754947905, 0.19330777891290304, 0.01667151014978475, 0.014611777320390843, 0.19269409619933875, 4.006619393114064e-05
10, Italy, 57610.05021235187, 13704038.660249, 1.9875408215881862, 1336.894289933005, 0.2196319237156174, 0.6708676426085789, 1399.8465495599053, 34.61155670345939, 3.927510821401042e-07, 1e-12, 0.016666678881985485, 0.01666673636026438, 0.19999993051979206, 4.8360372506989235e-09, 7.604484822491784e-08, 1e-12
11, Italy, 15982.315882244191, 10644204.482014315, 4.590037950330066, 756.5099905825854, 0.5232313764854948, 0.4986150888983789, 643.5646871252577, 685.0918683040536, 1e-12, 5.372080338607603e-06, 0.017224238313182684, 0.016790660351424163, 0.03594717352129523, 0.0022885090576487783, 0.0018771197634048118, 0.02176311725316525
12, Italy, 50733.48778722432, 3687480.350059027, 2.349198469778997, 231.84203971525992, 0.6253320055560148, 0.1431116274443123, 381.7405998576877, 797.5300471088673, 4.454155338436032e-06, 1e-12, 0.016666666666666666, 0.1999999999999901, 0.2, 1e-16, 0.19999999999998594, 3.814567140317002e-06
13, Italy, 32518.600032672854, 8096046.647404269, 4.9790492472220755, 1128.0855904211046, 0.010809586976127291, 0.5031334135564469, 1436.2732649996515, 1081.8000569886535, 9.999999960042095e-13, 1.2243575105261177e-06, 0.016666666666666666, 0.01666666671989763, 0.016666666666666666, 1.0135343847031936e-08, 0.00012302363339845922, 1.0020213901267562e-08
14, Italy, 44662.909839226806, 7165361.020048548, 0.4697673939700081, 1253.6011114537107, 0.31004111273050117, 0.5454884368274527, 71.1233727080523, 1419.4924557102988, 4.4425148540390397e-07, 1e-12, 0.016666673843584275, 0.01666667402197953, 0.020574642130532735, 1.5658735603913e-08, 1.4909076031523774e-07, 1e-12
15, Italy, 8452.08081259649, 2571203.7770543275, 2.410830010942977, 1416.372514193224, 0.6691672032093465, 0.6178921909285496, 834.9205512751406, 1310.3152955882892, 1e-12, 4.0647039423417885e-05, 0.01666666666672299, 0.01666666666666884, 0.019405609696279122, 0.0010128050526778524, 1.5761245825888834e-05, 0.0033072673954500564
16, Italy, 52184.660662933806, 9373195.554261642, 1.9945826787507936, 289.7697640406738, 0.6440915663079667, 0.2412359915501731, 760.7625855681913, 1377.364936350978, 1.7308523496144405e-06, 1e-12, 0.016666666666666666, 0.2, 0.2, 1e-16, 1e-12, 4.0847619278472305e-07
