,country,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu,sub,subRec,subDth
0,Brazil,6.564358506348851e-09,1.892702743751125e-07,89.28614072995123,3.244081359938071e-08,0.018161044130083247,0.017208204028587016,0.00833334050624581,7.444398003633322e-09,0.006733676067477335,6.289010295259446e-08,0.03793874631917099,3.3449578514373435e-09,1.0943730152888573,1.0017426718971827,0.5
1,China,1.2402778288424085e-08,1.0438752975648286e-12,9.060396886968048,1.1925599996485439e-12,0.30959589877526694,0.01283876611856201,0.008339703185265848,7.999326318585542e-06,0.008137690771402082,1.0637365776492223e-06,0.035842327046872534,5.0672252343799494e-11,1.6086106660639565,0.986947325750373,0.5
2,Italy,2.3388414124167125e-06,1.111070700831221e-12,18.3896869322396,1.1092783986066413e-06,0.2420301874839958,0.008449072131087454,0.008333333334076667,1.971553331531717e-12,0.00040119966286661764,1.0497929713654262e-12,0.00880754986177155,1.1729303083010227e-12,1.1086250105234294,0.9911825525427349,0.6216107021736381
3,US,1.0000095761353434e-12,1.009904896474776e-09,105.53388066548749,3.116928545067855e-08,0.13135134239823082,0.008333333333334428,0.008333333333333946,1.0007252379248249e-12,1.0030593093023255e-12,1.0126756204033797e-12,0.008526697849473793,1.0004221919504683e-12,2.0,0.9934170094411403,0.5
4,India,3.95682358241765e-08,4.125969237625241e-09,133.1202599393402,1.0475336638149921e-08,0.008822425106135193,0.01660942637366014,0.008643197784749123,0.0004716203834899896,0.014268590340880023,5.7940608857255673e-05,0.20125132599349596,1.3937462533473452e-06,1.1429325034441513,0.9833014044425284,0.5
