,country,beta0,beta01,startT,beta2,sigma,gamma,b,gamma2,d,mu,sub,subRec,subDth
0,Brazil,1.0845085673132801e-12,1.840928749738878e-07,77.24723782636674,3.4464506372086e-08,0.03791286747987309,0.0007546201425999271,0.026836837957569908,1.2093299274627534e-09,0.024361821488425306,6.124294190355184e-05,1.0016491368600844,1.0067804702379728,1.172241037875213
1,China,0.03615152473541707,0.19999965110309528,34.54564335898657,0.1999961756080709,0.010132628824790648,0.010798404898235817,0.07384019497492163,6.600684503760368e-12,6.072893586845016e-12,1.9878196264198346e-12,1.2338197689929575,0.8760137100292693,0.3279393917483294
2,Italy,4.2797157124944505e-06,1.0000511304040566e-12,16.34721334159463,4.299006713682096e-07,0.17530360445688448,0.0055841563635126105,0.022524220987929135,1.013993434186997e-12,0.0009614959815706392,1.016784121250895e-12,1.00769661067684,0.9930250023952267,0.9633231501177575
3,US,2.6655732771563213e-08,2.745869582352306e-07,31.8610489285049,1.0000000013852898e-12,0.08660318534139734,1.0000005680784433e-12,1.000001098123448e-12,0.0006864337017809615,0.01078556830151584,1.0000020461603295e-12,1.4250651635758547,1.0314171799667005,1.3881854862432002
4,India,1.691004200837549e-10,8.731668495159294e-08,64.60126926925281,1.2406990480401082e-08,0.03347263830442064,0.00107626693594989,0.04567536807040181,8.856136300547713e-05,0.011024404693072377,3.2422542420626594e-06,0.9981598952526882,0.9978799983118953,1.0176606219431865
