0, Italy, 21250.121969355485, 19151335.840358935, 3.701603600088103, 252.9835357415322, 0.5295911974264984, 0.09955520803643082, 13327.546052638143, 1389.0238600506634, 1.2598141381549825e-06, 1e-12, 0.008333333333333333, 0.2, 0.2, 1.2065465978103166e-16, 0.001, 0.001, 1.6122127108325124e-06
1, Italy, 20079.39605285043, 5749653.170327297, 0.5454771802728797, 1247.2962658055144, 0.5091710802389443, 0.0987440606650931, -641.2460356462834, 1024.164037046316, 3.0877529870760624e-06, 1e-12, 0.008333333333333333, 0.2, 0.19999999999999654, 4.8645018342268906e-14, 0.001, 0.001, 5.03030449366954e-07
2, Italy, 20883.535223396662, 18466697.64278439, 3.9642768520823486, 110.79354211011227, 0.49924781012094815, 0.10458140441082509, -18378.498795944077, 880.9341774715082, 1.4566689597816868e-06, 1e-12, 0.008333333333333394, 0.2, 0.1999999999999998, 1.6981908536206305e-16, 0.001, 0.001, 4.403782958795041e-06
3, Italy, 17996.985932222393, 18851893.11345844, 0.8433710865611144, 769.0531057868455, 0.4470455819595307, 0.09241276318333566, 3176.058666345336, 1455.3481155297407, 8.080082265596857e-07, 1e-12, 0.008342879932816244, 0.2, 0.19999045338715646, 1.9923370343460707e-05, 0.001, 0.001, 1.0310059720359537e-05
4, Italy, 18764.22388607152, 4099104.6601316766, 3.090517259173269, 335.5776572347461, 0.46292794737544873, 0.10418155049354501, 32050.028494114405, 1125.6061745425625, 6.139496736729379e-06, 1e-12, 0.008333333333333333, 0.2, 0.19999999999995616, 1.832731825734908e-13, 0.001, 0.001, 6.329212074825735e-06
5, Italy, 17986.47102973089, 5049919.597098239, 2.1980882411838776, 337.46294436470475, 0.4408932896590119, 0.10662827589149351, 35503.988950364976, 946.7596549045325, 4.741938814616688e-06, 1e-12, 0.008333333333333333, 0.2, 0.1999999998359162, 1.7599191659347693e-14, 0.001, 0.001, 4.928620727578589e-06
6, Italy, 17642.07393345332, 8246948.202827819, 2.800834382407316, 1190.4798976044478, 0.4051002753535742, 0.10958425771163804, -41855.79672812022, 1287.5230785157235, 1.6928376011086915e-06, 1e-12, 0.008356545312268473, 0.2, 0.19997678792929577, 4.844262826674597e-05, 0.001, 0.001, 2.4603423284060114e-05
7, Italy, 18250.36268487783, 9674896.619090598, 2.1649512542170504, 462.23266190852036, 0.41706522385052885, 0.10521283773397223, -34916.21361843334, 304.74794965099386, 2.2233545764836585e-06, 1e-12, 0.008333333333333333, 0.2, 0.1999999999999947, 4.0910538011736225e-15, 0.001, 0.001, 1.553593494861759e-06
8, Italy, 20052.806028440078, 8632349.074647866, 2.2346240652137106, 981.8679692090413, 0.47233821032341383, 0.10529924504467236, -44092.22610000279, 181.6847366111903, 2.1665388007763354e-06, 1e-12, 0.008333333333333394, 0.2, 0.2, 3.0571226535279894e-16, 0.001, 0.001, 5.128102181452611e-07
9, Italy, 20415.496907516383, 5545935.471076672, 0.178698436050021, 917.8031373291708, 0.5071579085861181, 0.09040314915078858, -28073.185490078224, 1290.7560705979176, 3.4239536184324343e-06, 1e-12, 0.008333333333333333, 0.2, 0.2, 1.000000549164104e-16, 0.001, 0.001, 9.069319349999028e-07
10, Italy, 19603.503377681416, 16556114.802345548, 4.333035204254566, 826.6340560123055, 0.466591894883738, 0.09295584911605904, -20917.27395699109, 933.03400959259, 1.1588070850819282e-06, 1e-12, 0.008333333333333333, 0.2, 0.2, 1.0000000021025443e-16, 0.001, 0.001, 3.6014838605873705e-07
11, Italy, 21299.34980588676, 7911014.271750758, 1.803393945655657, 223.01280795284706, 0.5231840983296302, 0.10119116570455142, -20722.72437581212, 618.3853203493148, 3.1687638202380655e-06, 1e-12, 0.008333333333333333, 0.2, 0.2, 1.0000000431819014e-16, 0.001, 0.001, 4.697345185385224e-06
12, Italy, 21653.209207208612, 12254311.23676288, 1.53585729588458, 361.6455010346702, 0.5339870376216962, 0.09165064770547834, -27690.92663087639, 145.65173641463736, 1.8428227514737028e-06, 1e-12, 0.008333333333333349, 0.2, 0.2, 1.2298206255691839e-16, 0.001, 0.001, 1.6122276641589944e-06
13, Italy, 18930.564276079556, 10571041.341396278, 4.254433576820692, 962.0151807071084, 0.4569195415408014, 0.10999677816023257, 5638.185255311968, 729.4494189166462, 1.7972055647467474e-06, 1e-12, 0.008333333333333333, 0.2, 0.2, 1.0000000475217247e-16, 0.001, 0.001, 4.4005416108561966e-07
14, Italy, 20391.59146820284, 13952622.751520064, 1.710628508306184, 857.4367830281205, 0.5107573673027508, 0.10212508207103171, 265.0318201049449, 921.6229747374399, 1.3381342000573252e-06, 1e-12, 0.00833361183548582, 0.2, 0.19999972149784626, 5.812219024314506e-07, 0.001, 0.001, 6.727400566050369e-07
15, Italy, 21424.27076507472, 3414260.6902246396, 3.3097070753001208, 761.6141636393272, 0.5476222077191255, 0.0900941470667473, 18969.26268098972, 34.76000263064943, 6.7941321993555865e-06, 1e-12, 0.008333333333333333, 0.2, 0.1999999999999708, 8.905628995071116e-13, 0.001, 0.001, 2.3502490939251633e-06
16, Italy, 17516.86075840235, 18386284.88664461, 1.82214822555594, 1051.0375941134182, 0.48498362947043216, 0.09333542058292829, -21090.592521070506, 1174.0779669353283, 1e-12, 3.1815433575063796e-06, 0.008333333333333333, 0.2, 0.008333333333333333, 1e-16, 0.001, 0.001, 1e-12
