,Susceptible,Exposed,Asymptomatic,Infected,Recovered,Deaths
2020-04-01,500.0,0.0001,0.0001,0.0001,0.0001,0.0001
2020-04-02,499.85560036992496,0.1424481140434412,0.0017392279116610777,0.0005095199668488874,0.00010200771988116828,0.00010076043298855399
2020-04-03,496.8073459791408,3.143355879325433,0.03956985084444332,0.009966889787310258,0.00014902755663785021,0.000112373344840807
2020-04-04,435.3059018842829,63.64500197206661,0.8383950881543184,0.20967291429605373,0.0011694455514169773,0.0003586956479353156
2020-04-05,56.66966595564004,430.92444171663846,9.90819803501494,2.4771233672805284,0.01691525215251816,0.004155673272925521
2020-04-06,0.004388663960237443,464.8183908680385,28.052672780775595,7.0132417710683725,0.09002209833330758,0.021783817823382578
2020-04-07,4.229599938902963e-11,442.7062831080982,45.60436660004152,11.40116494430523,0.23253731000796002,0.05614803750449565
2020-04-08,8.04287781616887e-23,421.6420871920536,62.248677818428014,15.562242468391252,0.4410634057517795,0.10642911537527634
2020-04-09,4.5850939594202616e-38,401.58013670712745,78.02904561282101,19.507334137544266,0.7121809916407456,0.17180255086670385
2020-04-10,1.0902189078390429e-56,382.47274429286267,92.98685238661383,23.246785552608973,1.0426344371043899,0.2514833308106801
2020-04-11,1.2182755584247662e-78,364.2744915782505,107.1615104924754,26.790449801748917,1.4293240780943948,0.34472404943085155
2020-04-12,4.3831519026943065e-104,346.9421212220725,120.5905559724264,30.147710895465575,1.8692987920523185,0.4508131179834118
2020-04-13,4.978614754966924e-134,330.43443408997126,133.30973783769815,33.32750608656312,2.3597489261797966,0.5690730595878801
2020-04-14,-4.479844289126932e-161,314.7121913238971,145.353103100594,36.33834712811384,2.8979995622008143,0.6988588851944557
2020-04-15,1.232004098154402e-177,299.73802107113755,156.75307776047555,39.18834051995423,3.4815041016055406,0.8395565468274107
2020-04-16,-3.2109270884884935e-190,285.4763296512295,167.54054393637685,41.88520679183928,4.107838156126981,0.990581464427685
2020-04-17,-3.75097828123071e-201,271.89321694959625,177.74491332959454,44.4362988690894,4.77469372892726,1.151377122792762
2020-04-18,-1.255197293538651e-196,258.9563958305325,187.39419719631064,46.84861956574644,5.47987367223495,1.3214137351757438
2020-04-19,-1.8018030863689635e-146,246.6351154158373,196.5150729637323,49.12883823860855,6.221286410834151,1.5001869709878806
2020-04-20,-9.342573914928267e-95,234.9000879514531,205.1329477307546,51.28330666239575,6.99694091237976,1.687216743016985
2020-04-21,-1.2790287163414748e-41,223.72341921614805,213.27201869314615,53.31807413604656,7.804941901282773,1.8820460533766317
2020-04-22,-1.2503431407346147e-25,213.0785421672251,220.9553307579928,55.23890188632877,8.643485295298994,2.0842398931546655
2020-04-23,-7.49457067297369e-46,202.9401539649314,228.20483122465114,57.05127673807787,9.510853874294593,2.2933841980452843
2020-04-24,1.1085533262988532e-65,193.28415556263806,235.04142223747,58.76042422737734,10.405413125885227,2.5090848466297375
2020-04-25,-1.4867066039236192e-85,184.0875946019916,241.48501036923463,60.37132099741984,11.325607317983984,2.730966713370343
2020-04-26,-2.38366519956193e-106,175.3286108098239,247.5545540321594,61.888706651255305,12.269955743618892,2.958672763142975
2020-04-27,-1.774174080408684e-124,166.98638403616877,253.2681085956721,63.317095031237045,13.237049147362155,3.1918631895606504
2020-04-28,-5.012651789847769e-144,159.04108476465726,258.64286935745514,64.66078496178206,14.225546321806434,3.4302145942996383
2020-04-29,2.6997140379743433e-163,151.47382697765516,263.69521246988916,65.92387048098182,15.234170865997195,3.6734192054772032
2020-04-30,-1.294308716540628e-184,144.2666232641002,268.4407339191789,67.11025058538375,16.261708098115086,3.9211841332228756
2020-05-01,-4.9257841776024604e-203,137.40234206333218,272.89428664981784,68.2236385111078,17.307002115069064,4.173230660673505
2020-05-02,9.365842262071328e-223,130.864666943286,277.0700159226395,69.26757057335858,18.368952992009955,4.429293568706614
2020-05-03,-1.3861982572616847e-242,124.6380578162457,280.9813929904956,70.24541458534543,19.446514115107224,4.68912049280681
2020-05-04,2.1335425473081394e-262,118.70771399997467,284.64124717161883,71.16037787662296,20.538689641248123,4.952471310536325
2020-05-05,-3.3842201993355663e-282,113.05953903642298,288.06179639689674,72.01551492990943,21.644532078618614,5.219117558153155
2020-05-06,4.3224085793863956e-302,107.680107184367,291.25467630368496,72.81373465454017,22.763139982417915,5.488841874990768
2020-05-07,5.183e-321,102.55663150635475,294.2309679453024,73.55780731384128,23.893655760224945,5.761437474277565
2020-05-08,1e-323,97.67693347408948,297.0012241820802,74.25037112289188,25.03526358180097,6.036707639138556
2020-05-09,0.0,93.0294140200043,299.575494816698,74.89393853235852,26.187187388359074,6.314465242580881
2020-05-10,0.0,88.6030259662189,301.9633505335552,75.49090221333726,27.348688996567567,6.594532290322109
2020-05-11,0.0,84.38724776533954,304.1739056990765,76.0435407574308,28.519066292780067,6.87673948537436
2020-05-12,0.0,80.37205849068698,306.2158400771571,76.5540241056095,29.69765151319865,7.160925813349054
2020-05-13,0.0,76.54791401650132,308.09741951136084,77.02441871876069,30.88380960588198,7.446938147496469
2020-05-14,0.0,72.90572433150572,309.8265156230338,77.45669250221738,32.07693667070336,7.734630872541025
2020-05-15,0.0,69.43683193190235,311.410624572159,77.85271949597174,33.27645847355046,8.023865526418007
2020-05-16,0.0,66.13299124244053,312.8568849255447,78.21428434172256,34.481829031233744,8.314510459059946
2020-05-17,0.0,62.986349016641974,314.1720946748243,78.54308653737442,35.69252926373946,8.606440507421416
2020-05-18,0.0,59.98942566959312,315.36272744471347,78.84074448910295,36.90806571062246,8.899536685969593
