index,date,Susceptible,Exposed,Asymptomatic,Infected,Recovered,Deaths,DRS
0,2020-03-30,754974.0,0.0,0.0,76.01711828616935,0.0,124.30166265012328,Marilia
1,2020-03-31,754453.0298077147,520.8681820897199,0.06113418224004578,76.0464749399371,0.0014571076091017578,124.31167526112877,Marilia
2,2020-04-01,753930.87386033,1042.7179474251943,0.24461526974401002,76.15741628108452,0.0029326543136863658,124.32192672435396,Marilia
3,2020-04-02,753405.9097435784,1567.1710094783484,0.5508448770209158,76.35021011266734,0.00444500491733115,124.33243004002958,Marilia
4,2020-04-03,752876.5118172141,2095.851669678665,0.9806069123434146,76.6253791576557,0.006012612515664726,124.34319898083895,Marilia
5,2020-04-04,752341.0461250023,2630.391906556973,1.5350680375486905,76.98370136553726,0.007654077195363731,124.35424813193136,Marilia
6,2020-04-05,751797.865635634,3172.4361369993408,2.215776314309835,77.42620900962812,0.009388201223512669,124.365592925209,Marilia
7,2020-04-06,751245.3042404995,3723.6471792859184,3.0246846157056404,77.95420429830153,0.01123406250080896,124.37724973202164,Marilia
8,2020-04-07,750681.6745658338,4285.708514765654,3.9641063638639564,78.56922986010373,0.013211035128293488,124.38923579426941,Marilia
9,2020-04-08,750105.2607870598,4860.3313830645675,5.036769645028643,79.27310482859103,0.015338881940976809,124.4015693871332,Marilia
10,2020-04-09,749514.3143416783,5449.259085383628,6.245807457391452,80.06791833942022,0.017637805312307464,124.41426983476092,Marilia
11,2020-04-10,748907.0506954838,6054.270236953747,7.594746481751367,80.95602204243507,0.020128486055483345,124.42735751525663,Marilia
12,2020-04-11,748281.6407020111,6677.187314470222,9.087562777956222,81.94006724099097,0.02283219567145449,124.44085403951318,Marilia
13,2020-04-12,747636.2075437314,7319.87974506958,10.728663663926534,83.02299280858298,0.02577083367496973,124.45478224228687,Marilia
14,2020-04-13,746968.8211676298,7984.269435200656,12.522908950339662,84.20803934849063,0.028966999895608542,124.4691662700602,Marilia
15,2020-04-14,746277.4953073037,8672.333784642546,14.475589255305984,85.49873473363895,0.032444034034471735,124.48403156695127,Marilia
16,2020-04-15,745560.18031297,9386.112774009836,16.59247534476734,86.89892700760667,0.03622611247899287,124.49940503138771,Marilia
17,2020-04-16,744814.7589987931,10127.713108415504,18.87982347452176,88.41278794677794,0.04033830473403046,124.51531506371941,Marilia
18,2020-04-17,744039.0395750594,10899.315252195902,21.34439513083288,90.0448262237129,0.04480667151627092,124.53179166849678,Marilia
19,2020-04-18,743230.7502234525,11703.178821862864,23.993475993463644,91.79990005201788,0.049658343461129545,124.54886654236569,Marilia
20,2020-04-19,742387.5394903597,12541.642195028478,26.83487460384095,93.68321629825485,0.05492151555085628,124.56657306786488,Marilia
