,Susceptible,Exposed,Asymptomatic,Infected,Recovered,Deaths
2020-04-01,5000.0,0.0001,0.0001,0.0001,0.0001,0.0001
2020-04-02,4999.584958544846,0.414642965213334,0.0004978373332676614,0.00019611787129770233,0.00010095862313761028,0.00010357611812653683
2020-04-03,4997.144821655518,2.8508586026038776,0.003627864966384477,0.0009673715475435767,0.00010793655014215888,0.00011656883445292501
2020-04-04,4980.799253958575,19.1699672055509,0.02474678652332157,0.006181146363371406,0.00015629417437829204,0.00019460883107268832
2020-04-05,4872.528329654657,127.26413328565613,0.16582749852498993,0.041018251528407344,0.0004821651313470978,0.0007091445202944262
2020-04-06,4219.0279407297985,779.6374449553268,1.0653525254180016,0.263071124105539,0.0026189458024686524,0.004071719564941605
2020-04-07,1845.8503863254605,3147.23741264074,5.515152227873886,1.3593081702513585,0.014888619594714764,0.02335201609816097
2020-04-08,85.39310859328307,4894.520072956084,16.00919246501187,3.9227706301832606,0.06054231308323805,0.094813042373781
2020-04-09,0.12695066123963555,4964.478345460129,28.15862367364956,6.833900579952257,0.1574194428793444,0.2452601821677955
2020-04-10,5.3767922519877606e-06,4949.295389070106,40.256414164235,9.665098035369956,0.30755028788758265,0.4760430656278321
2020-04-11,6.764044479373725e-12,4934.032660748506,52.2635858499499,12.40895510752181,0.5105655569026003,0.7847327371308673
2020-04-12,8.673338431650828e-17,4918.8169945647505,64.18061573634081,15.06789910226636,0.7660686135481207,1.1689219831110658
2020-04-13,-4.869288684342743e-16,4903.648250749228,76.00801434882044,17.64429913877534,1.0736650495182052,1.6262707136736123
2020-04-14,3.408934244082036e-16,4888.5262846018295,87.74628962127986,20.140458946772675,1.432962691013262,2.1545041391176443
2020-04-15,-2.9290344816894053e-18,4873.4509518686755,99.3959469075513,22.558618669391652,1.8435715873094303,2.75141096708719
2020-04-16,-7.019063914601395e-18,4858.422108740722,110.95748899380253,24.900956616107592,2.305103999464867,3.4148416499136074
2020-04-17,2.597776376089638e-16,4843.439611852427,122.43141611087398,27.169590967353255,2.817174389080295,4.142706680274596
2020-04-18,2.767747005583298e-17,4828.503318280356,133.81822594655625,29.36658143214847,3.3793994071134255,4.932974933837536
2020-04-19,-3.794901611389274e-16,4813.613085541809,145.1184136578186,31.4939308600395,3.9913978827475987,5.783672057594477
2020-04-20,3.825758255189396e-18,4798.768771593496,156.33247188296778,33.553586808605054,4.652790812313306,6.692878902626283
2020-04-21,-2.0247839488505388e-16,4783.970234830155,167.4608907537598,35.54744306775804,5.363201348263329,7.658730000072342
2020-04-22,-1.7933731318073967e-16,4769.217334083209,178.50415790745237,37.477341142030525,6.122254788200841,8.679412079115998
2020-04-23,-1.6993594662919099e-18,4754.509928619418,189.46275849880115,39.34507169200117,6.929578563960239,9.753162625826254
2020-04-24,1.2776063990510546e-18,4739.847878139545,200.33717521200052,41.152375935991266,7.784802230740484,10.878268481730256
2020-04-25,-1.4125345321010407e-18,4725.231042777003,211.12788827256847,42.900947013124785,8.687557456290769,12.053064481021112
2020-04-26,4.8889193000238714e-18,4710.659283096531,221.83537545917676,44.59243130881614,9.637478010148136,13.27593212533669
2020-04-27,2.31438773504864e-17,4696.132460092861,232.46011211542518,46.22842974372363,10.634199752926918,14.545298295072321
2020-04-28,1.402581924359775e-16,4681.650435189395,243.00257116156155,47.81049902717274,11.677360625659785,15.859633996222753
2020-04-29,8.187873086017908e-17,4667.213070236873,253.46322310614676,49.34015287603146,12.766600639189955,17.217453141771344
2020-04-30,4.23726113086466e-15,4652.820227512067,263.84253605766634,50.8188631999861,13.90156186361465,18.617311366677267
2020-05-01,3.0766544033834236e-15,4638.471769716468,274.14097573608586,52.248061254150265,15.081888417779144,20.057804875529943
2020-05-02,4.172047800255438e-15,4624.167559974964,284.359005484356,53.62913875989893,16.307226458821596,21.537569321976957
2020-05-03,-2.1288504284818046e-15,4609.907461834536,294.4970862798603,54.96344899480909,17.577224171768226,23.05527871904347
2020-05-04,4.287954305988089e-15,4595.691339262966,304.5556767458152,56.25230785255918,18.891531759179188,24.60964437949555
2020-05-05,-3.566472052282085e-15,4581.519056647544,314.53523316260254,57.4969948736098,20.249801430842076,26.19941388541516
2020-05-06,2.3671209439020097e-15,4567.390478793756,324.4362094790711,58.698754247477645,21.651687393518156,27.823370086187982
2020-05-07,5.422050585911222e-15,4553.305470924011,334.2590573237693,59.8587957873816,23.096845840736194,29.48033012411478
2020-05-08,9.480764671556352e-32,4539.263898676101,344.00422601691685,60.97829588001132,24.584934942038316,31.169144484946283
2020-05-09,-1.5360105885544198e-51,4525.26562810288,353.672162578389,62.05839839917456,26.115614835265887,32.888696084304186
2020-05-10,1.1402607577543684e-71,4511.310525669567,363.26331174352794,63.10021561414359,27.688547612905243,34.637899359873224
2020-05-11,-9.396711144103271e-92,4497.398458253403,372.77811597101413,64.10482905308258,29.30339731447769,36.41569940803988
2020-05-12,9.652542465301332e-112,4483.529293142164,382.21701545463435,65.0732903526142,30.95982991597643,38.221071134626484
2020-05-13,-7.85378522686278e-132,4469.702898032888,391.5804481342096,66.00662208198172,32.65751331995262,40.05301843098292
2020-05-14,-2.2162635472070538e-152,4455.919141030607,400.86884970647003,66.90581854449309,34.39611734564905,41.91057337279468
2020-05-15,1.1345069849876244e-171,4442.177890647093,410.0826536358811,67.77184655687358,36.17531371918164,43.792795440981706
2020-05-16,7.720319852505347e-192,4428.479015799608,419.2222911654169,68.60564620713652,37.99477606376817,45.698770764078795
2020-05-17,-3.381435173959615e-212,4414.822385809644,428.2881913272852,69.40813159156374,39.8541798900043,47.62761138150513
