,Susceptible,Exposed,Asymptomatic,Infected,Recovered,Deaths
2020-04-01,5000.0,0.0001,0.0001,0.0001,0.0001,0.0001
2020-04-02,4999.339598625035,0.6598522857417737,0.0006181682359542353,0.00022814728139092155,0.00010110715505533834,0.00010166656684636604
2020-04-03,4994.190650505089,5.802445492574066,0.005691893246703328,0.001491220998036216,0.0001113166286968284,0.00010957147604835641
2020-04-04,4949.822779869382,50.11521376030612,0.04968362904052237,0.01244890752207612,0.0002014791870791567,0.00017235458124507794
2020-04-05,4585.637220385774,413.8354712504676,0.42115135196713627,0.10497717169314236,0.0009753547436852957,0.0007044853787831274
2020-04-06,2531.684263781367,2464.533622255989,3.018978666727624,0.7518075541801474,0.0069925211490751565,0.004835220616306929
2020-04-07,130.89667270984165,4854.810370379485,11.39764187286882,2.833398389075569,0.03700367114223666,0.025412977616254384
2020-04-08,0.08957434152486073,4972.343583094846,21.942890737024122,5.437659219789448,0.11086332539776025,0.07592928144892111
2020-04-09,6.117837514610584e-07,4959.133569144274,32.461933390925246,8.015352957296981,0.2314908117601452,0.15815308399042927
2020-04-10,4.296838871801729e-14,4945.869530222085,42.90606834201829,10.554677654954421,0.3985874838655125,0.2716362971093733
2020-04-11,-1.0626592160595679e-18,4932.64096760009,53.27568384677019,13.056113435436894,0.6118220727315611,0.4159130450018558
2020-04-12,2.2238673330000027e-17,4919.4477870010105,63.571185293872574,15.520139272518547,0.870865100921562,0.590523331707558
2020-04-13,4.631201675407001e-16,4906.289893789649,73.79297607540832,17.94722827206179,1.1753888845049223,0.7950129784022356
2020-04-14,-7.603074181694678e-17,4893.167193583941,83.94145759696598,20.337847744371885,1.5250675235513236,1.0289335511952942
2020-04-15,1.8062653661290463e-16,4880.079592254249,94.01702928696757,22.69245927471083,1.9195768933444246,1.2918422907512073
2020-04-16,2.9130484072651827e-15,4867.0269959227135,104.02008860595332,25.01151879295464,2.358594635636877,1.5833020427674267
2020-04-17,-8.370004872121686e-16,4854.009310962553,113.95103105582477,27.295476642404278,2.841800149946372,1.9028811892979502
2020-04-18,-1.7603545675872666e-15,4841.026443997417,123.81025018904378,29.544777647760256,3.3688745848924495,2.2501535809124587
2020-04-19,-2.1278903776040767e-15,4828.078301900701,133.59813761779586,31.759861182273156,3.9395008295744436,2.624698469681491
2020-04-20,-4.417419286071229e-17,4815.16479179489,143.3150830230998,33.941161234075764,4.55336350498937,3.0261004429762854
2020-04-21,4.931964757269352e-15,4802.285821050877,152.9614741638844,36.08910647171109,5.210148955490459,3.453949358074666
2020-04-22,1.625811393739146e-15,4789.441297287304,162.53769688602264,38.20412030886363,5.909545240285751,3.9078402775624155
2020-04-23,-6.736717856307659e-16,4776.63112836992,172.0441351313223,40.286620968304504,6.651242124976679,4.387373405520877
2020-04-24,6.317773662841195e-16,4763.855222410879,181.4811709464768,42.3370215450595,7.4349310731363785,4.8921540244908845
2020-04-25,-4.76492233869857e-15,4751.113487768127,190.84918449197409,44.35573006880975,8.26030523792764,5.421792433204158
2020-04-26,-3.721690424632976e-15,4738.4058330447115,200.14855405096554,46.343149565534226,9.1270594537602,5.9759038850720305
2020-04-27,-1.1393350055823637e-15,4725.732167088134,209.3796560380938,48.29967811840357,10.034890227987338,6.554108527422927
2020-04-28,-1.0457227262972718e-17,4713.092398989544,218.5428650089836,50.22570892866425,10.983495732074912,7.156031340783152
2020-04-29,8.748499824779308e-38,4700.486438083734,227.63855366612302,52.12163037208115,11.97257579568368,7.781302082425315
2020-04-30,1.0091115863979127e-57,4687.914193947483,236.66709287199595,53.98782606224695,13.001831894919388,8.42955522340405
2020-05-01,-8.13338831201774e-78,4675.375576399606,245.62885165463456,55.82467490532212,14.070967146692114,9.10042989379445
2020-05-02,-8.415798103156549e-98,4662.870495500124,254.52419721714688,57.632551158257826,15.179686299881595,9.79356982464235
2020-05-03,2.6717795064128412e-117,4650.398861549601,263.3534949462564,59.41182448533305,16.327695727304217,10.5086232915539
2020-05-04,1.3760295805188363e-137,4637.960585088531,272.11710842085404,61.162860014054864,17.514703417679602,11.245243058924686
2020-05-05,-5.943446550250909e-158,4625.5555768966915,280.8153994204983,62.886018390377316,18.74041896763337,12.003086324846656
2020-05-06,-7.381871623078983e-178,4613.183747992473,289.44872793389453,64.58165583325304,20.00455357373992,12.781814666687236
2020-05-07,3.3350125017585665e-197,4600.845009632272,298.01745216732326,66.2501241885195,21.306820024601173,13.581093987329716
2020-05-08,1.1136495237433569e-216,4588.539273309852,306.5219285530334,67.89177098213108,22.646932692962938,14.400594462068419
2020-05-09,-1.687206891838072e-237,4576.266450755688,314.9625117575969,69.50693947274476,24.024607527868408,15.23999048615018
2020-05-10,-1.708787541013885e-256,4564.026453936353,323.3395546902243,71.09596870366647,25.439562046848668,16.09896062295454
2020-05-11,3.2189972233495537e-276,4551.819195053887,331.6534085110427,72.65919355416658,26.891515328149765,16.977187552804626
2020-05-12,-4.442809344848172e-296,4539.644586545147,339.9044226393363,74.19694479017146,28.380188002996768,17.874358022401232
2020-05-13,3.1881887e-316,4527.502541081198,348.0929447617478,75.70954911433994,29.90530224789396,18.790162794872494
2020-05-14,0.0,4515.392971566684,356.21932084044374,77.19732921553036,31.466581776961487,19.724296600431757
2020-05-15,0.0,4503.315791139201,364.28389512124016,78.66060381766711,33.063751834307986,20.6764580876359
2020-05-16,0.0,4491.27091316867,372.2870101416945,80.0996877280135,34.69653918643923,21.64634977523738
2020-05-17,0.0,4479.2582512567105,380.22900673915683,81.51489188485797,36.36467211470262,22.633678004622308
