gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
10585564.764343513,757164.6614986677, 2020-03-22,632.6010909160227,0.4056243177652973,0.10052044111017376,6.791870727610886e-11,1e-12,5.000061579186912,3.3417371930677665e-05,0.008333333333333333,0.008333333333333333,0.008333333333333333,1e-12,0.00129617431311699,1e-12,0.004783856666308993,1.0002239399495138e-12
