gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
33173327734.25895,520600.7258288632, 2020-04-01,48.03081197934951,0.40719874328883904,0.10169889410987136,6.0504111538843175e-06,4.450379145031673e-05,11.464721256635952,3.1144557765245185e-07,0.013341847898745672,0.05024289822065967,0.008333333333333333,0.0017520648527615172,0.0692700859812597,1e-12,0.19172049730587426,1e-12
