state,start-date,prediction-range,s0,e0,a0,i0,r0,d0,START,RATIO,WCASES,WREC
SP,2020-03-15,200,6887836.742817803,0,0,792,300,250,100,0.15,0.6721722372358674,0.006954232692999194
ES,2020-04-01,200,477863.1483104373,0,0,42,250,50,100,0.15,0.3012614234478509,0.033734924305368084
MG,2020-04-01,200,1119940.326081982,0,0,199,250,40,100,0.15,0.5539397582651456,0.035090463760049664
RJ,2020-03-20,200,766914.4355630487,0,0,806,250,50,100,0.15,0.6454134663651846,0.046744951780571316
CE,2020-03-20,200,747530.1179034219,0,0,807,250,50,100,0.15,0.5364915934341425,0.027036283552120385
PE,2020-03-20,200,677267.1228949368,0,0,713,250,100,100,0.15,0.3916564507352736,0.04078745646387856
AM,2020-03-20,200,815582.2111865212,0,0,823,250,100,100,0.15,0.4291990760768574,0.007877210550008833
