gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
461340.45677566534,9297775.71397771, 2020-03-22,705.5353347994327,0.5835103223691819,0.0025802408476390854,0.013740386495742834,1e-12,5.000006799146017,1e-12,0.008333333333333333,0.11568317080420723,0.08392664610792831,0.07810337089594192,0.02242704683004369,1e-12,0.004005451119828191,3.664392146708638e-05
