gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
39789712.47568017,6429288.265806038, 2020-03-22,926.324432777124,0.37962993755287067,0.023117710545648974,4.371196334991002e-07,3.5902211166206633e-06,5.000011559773307,1e-12,0.008333394998624375,0.008333333333333333,0.008333333333333333,1e-12,6.491083681684071e-08,1e-12,6.299123307209981e-08,1e-12
