gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
86727.66267037393,919143.6089779378, 2020-03-11,663.6397068610307,0.3829425044056967,0.002556586614141151,0.1999999999999995,1e-12,14.255000994652047,1e-12,0.008333333333333333,0.008457212752000181,0.3999999999999982,0.3999999839320347,0.001563525409309607,1e-12,0.012533905015821287,0.00024121731156809457
