gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
4288061.993278003,490388.7173395114, 2020-03-26,52.62387837232779,0.4776713121913017,0.012014334379016656,0.19888316341753812,0.1987925064170193,62.728402601617844,0.19880417359582525,0.008333333333333333,0.3977662617423725,0.3977987073127107,0.39780888635196904,6.165194736913678e-05,1e-12,0.008572045275248154,0.0002349563658147665
