gtot,s0,startdate,i0,wcases,wrec,beta0,beta01,startT,beta2,sigma,sigma2,sigma3,gamma,b,gamma2,d,mu
58374651.0307037,8904344.383084768, 2020-03-12,880.5867765878534,0.5105287401118128,0.09969394516347158,3.6223170666200943e-07,1.6316109158473132e-06,5.0,1e-12,0.008333333740985542,0.008333333333333333,0.008333333333333333,1e-12,4.176701408986391e-10,1e-12,1.206413120737002e-10,1e-12
